,Awan3pm,Kelembaban3pm,Cluster
3947,7.0,8.0,Tidak Bersalju
3948,7.0,32.0,Tidak Bersalju
3949,0.0,25.0,Tidak Bersalju
3950,2.0,40.0,Tidak Bersalju
3951,4.0,35.0,Tidak Bersalju
3952,1.0,22.0,Tidak Bersalju
3953,1.0,44.0,Tidak Bersalju
3954,6.0,44.0,Tidak Bersalju
3955,1.0,18.0,Tidak Bersalju
3956,2.0,51.0,Tidak Bersalju
3957,2.0,33.0,Tidak Bersalju
3958,1.0,11.0,Tidak Bersalju
3959,2.0,46.0,Tidak Bersalju
3960,0.0,36.0,Tidak Bersalju
3961,3.0,29.0,Tidak Bersalju
3962,1.0,40.0,Tidak Bersalju
3963,1.0,41.0,Tidak Bersalju
3964,3.0,45.0,Tidak Bersalju
3965,4.0,28.0,Tidak Bersalju
3966,0.0,20.0,Tidak Bersalju
3967,2.0,47.0,Tidak Bersalju
3968,4.0,43.0,Tidak Bersalju
3969,0.0,25.0,Tidak Bersalju
3970,7.0,47.0,Tidak Bersalju
3971,1.0,46.0,Tidak Bersalju
3972,5.0,37.0,Tidak Bersalju
3973,0.0,30.0,Tidak Bersalju
3974,1.0,30.0,Tidak Bersalju
3975,2.0,32.0,Tidak Bersalju
3976,2.0,49.0,Tidak Bersalju
3977,1.0,39.0,Tidak Bersalju
3978,3.0,49.0,Tidak Bersalju
3979,0.0,6.0,Tidak Bersalju
3980,8.0,27.0,Tidak Bersalju
3981,5.0,24.0,Tidak Bersalju
3982,1.0,17.0,Tidak Bersalju
3983,2.0,46.0,Tidak Bersalju
3984,4.0,41.0,Tidak Bersalju
3985,1.0,31.0,Tidak Bersalju
3986,7.0,47.0,Tidak Bersalju
3987,3.0,18.0,Tidak Bersalju
3988,5.0,49.0,Tidak Bersalju
3989,1.0,46.0,Tidak Bersalju
3990,3.0,42.0,Tidak Bersalju
3991,1.0,42.0,Tidak Bersalju
3992,1.0,35.0,Tidak Bersalju
3993,8.0,47.0,Tidak Bersalju
3994,2.0,38.0,Tidak Bersalju
3995,3.0,21.0,Tidak Bersalju
3996,4.0,38.0,Tidak Bersalju
3997,1.0,22.0,Tidak Bersalju
3998,5.0,29.0,Tidak Bersalju
3999,2.0,23.0,Tidak Bersalju
4000,2.0,23.0,Tidak Bersalju
4001,1.0,43.0,Tidak Bersalju
4002,3.0,48.0,Tidak Bersalju
4003,1.0,32.0,Tidak Bersalju
4004,7.0,37.0,Tidak Bersalju
4005,7.0,44.0,Tidak Bersalju
4006,4.0,40.0,Tidak Bersalju
4007,2.0,48.0,Tidak Bersalju
4008,0.0,32.0,Tidak Bersalju
4009,6.0,39.0,Tidak Bersalju
4010,7.0,48.0,Tidak Bersalju
4011,4.0,10.0,Tidak Bersalju
4012,2.0,42.0,Tidak Bersalju
4013,3.0,13.0,Tidak Bersalju
4014,2.0,39.0,Tidak Bersalju
4015,7.0,28.0,Tidak Bersalju
4016,5.0,31.0,Tidak Bersalju
4017,1.0,13.0,Tidak Bersalju
4018,4.0,34.0,Tidak Bersalju
4019,0.0,43.0,Tidak Bersalju
4020,4.0,42.0,Tidak Bersalju
4021,1.0,22.0,Tidak Bersalju
4022,3.0,39.0,Tidak Bersalju
4023,3.0,27.0,Tidak Bersalju
4024,3.0,25.0,Tidak Bersalju
4025,0.0,26.0,Tidak Bersalju
4026,1.0,36.0,Tidak Bersalju
4027,6.0,48.0,Tidak Bersalju
4028,2.0,17.0,Tidak Bersalju
4029,6.0,44.0,Tidak Bersalju
4030,7.0,30.0,Tidak Bersalju
4031,7.0,32.0,Tidak Bersalju
4032,7.0,37.0,Tidak Bersalju
4033,1.0,45.0,Tidak Bersalju
4034,4.0,46.0,Tidak Bersalju
4035,1.0,47.0,Tidak Bersalju
4036,1.0,42.0,Tidak Bersalju
4037,1.0,15.0,Tidak Bersalju
4038,1.0,46.0,Tidak Bersalju
4039,3.0,45.0,Tidak Bersalju
4040,7.0,32.0,Tidak Bersalju
4041,6.0,48.0,Tidak Bersalju
4042,0.0,22.0,Tidak Bersalju
4043,1.0,35.0,Tidak Bersalju
4044,4.0,48.0,Tidak Bersalju
4045,1.0,31.0,Tidak Bersalju
4046,1.0,21.0,Tidak Bersalju
4047,5.0,49.0,Tidak Bersalju
4048,0.0,31.0,Tidak Bersalju
4049,5.0,32.0,Tidak Bersalju
4050,5.0,35.0,Tidak Bersalju
4051,5.0,43.0,Tidak Bersalju
4052,1.0,41.0,Tidak Bersalju
4053,1.0,41.0,Tidak Bersalju
4054,4.0,32.0,Tidak Bersalju
4055,2.0,23.0,Tidak Bersalju
4056,3.0,35.0,Tidak Bersalju
4057,1.0,47.0,Tidak Bersalju
4058,1.0,44.0,Tidak Bersalju
4059,5.0,27.0,Tidak Bersalju
4060,1.0,32.0,Tidak Bersalju
4061,7.0,38.0,Tidak Bersalju
4062,1.0,36.0,Tidak Bersalju
4063,1.0,39.0,Tidak Bersalju
4064,2.0,42.0,Tidak Bersalju
4065,3.0,43.0,Tidak Bersalju
4066,5.0,23.0,Tidak Bersalju
4067,4.0,38.0,Tidak Bersalju
4068,7.0,48.0,Tidak Bersalju
4069,2.0,35.0,Tidak Bersalju
4070,2.0,51.0,Tidak Bersalju
4071,6.0,43.0,Tidak Bersalju
4072,1.0,35.0,Tidak Bersalju
4073,7.0,38.0,Tidak Bersalju
4074,1.0,18.0,Tidak Bersalju
4075,7.0,43.0,Tidak Bersalju
4076,1.0,35.0,Tidak Bersalju
4077,2.0,46.0,Tidak Bersalju
4078,7.0,43.0,Tidak Bersalju
4079,3.0,15.0,Tidak Bersalju
4080,2.0,23.0,Tidak Bersalju
4081,3.0,48.0,Tidak Bersalju
4082,2.0,50.0,Tidak Bersalju
4083,5.0,44.0,Tidak Bersalju
4084,2.0,27.0,Tidak Bersalju
4085,7.0,43.0,Tidak Bersalju
4086,2.0,20.0,Tidak Bersalju
4087,7.0,18.0,Tidak Bersalju
4088,6.0,24.0,Tidak Bersalju
4089,2.0,14.0,Tidak Bersalju
4090,3.0,44.0,Tidak Bersalju
4091,5.0,41.0,Tidak Bersalju
4092,7.0,29.0,Tidak Bersalju
4093,3.0,31.0,Tidak Bersalju
4094,1.0,38.0,Tidak Bersalju
4095,3.0,41.0,Tidak Bersalju
4096,8.0,46.0,Tidak Bersalju
4097,1.0,34.0,Tidak Bersalju
4098,6.0,39.0,Tidak Bersalju
4099,4.0,25.0,Tidak Bersalju
4100,6.0,47.0,Tidak Bersalju
4101,2.0,28.0,Tidak Bersalju
4102,7.0,47.0,Tidak Bersalju
4103,1.0,32.0,Tidak Bersalju
4104,1.0,34.0,Tidak Bersalju
4105,7.0,36.0,Tidak Bersalju
4106,1.0,17.0,Tidak Bersalju
4107,5.0,10.0,Tidak Bersalju
4108,7.0,31.0,Tidak Bersalju
4109,7.0,33.0,Tidak Bersalju
4110,1.0,36.0,Tidak Bersalju
4111,1.0,27.0,Tidak Bersalju
4112,1.0,43.0,Tidak Bersalju
4113,1.0,44.0,Tidak Bersalju
4114,1.0,42.0,Tidak Bersalju
4115,1.0,43.0,Tidak Bersalju
4116,3.0,46.0,Tidak Bersalju
4117,2.0,50.0,Tidak Bersalju
4118,3.0,34.0,Tidak Bersalju
4119,1.0,18.0,Tidak Bersalju
4120,8.0,22.0,Tidak Bersalju
4121,1.0,49.0,Tidak Bersalju
4122,7.0,42.0,Tidak Bersalju
4123,2.0,50.0,Tidak Bersalju
4124,7.0,39.0,Tidak Bersalju
4125,1.0,22.0,Tidak Bersalju
4126,5.0,40.0,Tidak Bersalju
4127,6.0,28.0,Tidak Bersalju
4128,4.0,35.0,Tidak Bersalju
4129,7.0,42.0,Tidak Bersalju
4130,0.0,26.0,Tidak Bersalju
4131,1.0,45.0,Tidak Bersalju
4132,5.0,30.0,Tidak Bersalju
4133,7.0,14.0,Tidak Bersalju
4134,2.0,21.0,Tidak Bersalju
4135,7.0,44.0,Tidak Bersalju
4136,1.0,28.0,Tidak Bersalju
4137,0.0,21.0,Tidak Bersalju
4138,1.0,42.0,Tidak Bersalju
4139,1.0,34.0,Tidak Bersalju
4140,1.0,27.0,Tidak Bersalju
4141,4.0,38.0,Tidak Bersalju
4142,6.0,28.0,Tidak Bersalju
4143,1.0,29.0,Tidak Bersalju
4144,6.0,48.0,Tidak Bersalju
4145,4.0,37.0,Tidak Bersalju
4146,4.0,44.0,Tidak Bersalju
4147,7.0,39.0,Tidak Bersalju
4148,1.0,28.0,Tidak Bersalju
4149,2.0,51.0,Tidak Bersalju
4150,6.0,44.0,Tidak Bersalju
4151,0.0,30.0,Tidak Bersalju
4152,7.0,40.0,Tidak Bersalju
4153,7.0,38.0,Tidak Bersalju
4154,5.0,36.0,Tidak Bersalju
4155,1.0,46.0,Tidak Bersalju
4156,0.0,13.0,Tidak Bersalju
4157,1.0,47.0,Tidak Bersalju
4158,6.0,47.0,Tidak Bersalju
4159,6.0,22.0,Tidak Bersalju
4160,7.0,48.0,Tidak Bersalju
4161,1.0,50.0,Tidak Bersalju
4162,4.0,48.0,Tidak Bersalju
4163,5.0,21.0,Tidak Bersalju
4164,3.0,12.0,Tidak Bersalju
4165,1.0,46.0,Tidak Bersalju
4166,1.0,33.0,Tidak Bersalju
4167,2.0,23.0,Tidak Bersalju
4168,1.0,41.0,Tidak Bersalju
4169,7.0,45.0,Tidak Bersalju
4170,2.0,38.0,Tidak Bersalju
4171,1.0,32.0,Tidak Bersalju
4172,3.0,51.0,Tidak Bersalju
4173,7.0,34.0,Tidak Bersalju
4174,1.0,40.0,Tidak Bersalju
4175,5.0,22.0,Tidak Bersalju
4176,1.0,32.0,Tidak Bersalju
4177,5.0,43.0,Tidak Bersalju
4178,2.0,18.0,Tidak Bersalju
4179,1.0,38.0,Tidak Bersalju
4180,1.0,47.0,Tidak Bersalju
4181,0.0,23.0,Tidak Bersalju
4182,2.0,30.0,Tidak Bersalju
4183,1.0,43.0,Tidak Bersalju
4184,4.0,48.0,Tidak Bersalju
4185,5.0,26.0,Tidak Bersalju
4186,5.0,19.0,Tidak Bersalju
4187,4.0,35.0,Tidak Bersalju
4188,5.0,15.0,Tidak Bersalju
4189,1.0,50.0,Tidak Bersalju
4190,7.0,44.0,Tidak Bersalju
4191,2.0,33.0,Tidak Bersalju
4192,5.0,42.0,Tidak Bersalju
4193,1.0,33.0,Tidak Bersalju
4194,0.0,25.0,Tidak Bersalju
4195,1.0,44.0,Tidak Bersalju
4196,1.0,17.0,Tidak Bersalju
4197,1.0,21.0,Tidak Bersalju
4198,3.0,43.0,Tidak Bersalju
4199,5.0,49.0,Tidak Bersalju
4200,1.0,35.0,Tidak Bersalju
4201,4.0,27.0,Tidak Bersalju
4202,6.0,39.0,Tidak Bersalju
4203,7.0,33.0,Tidak Bersalju
4204,2.0,43.0,Tidak Bersalju
4205,6.0,30.0,Tidak Bersalju
4206,1.0,37.0,Tidak Bersalju
4207,2.0,45.0,Tidak Bersalju
4208,0.0,23.0,Tidak Bersalju
4209,2.0,41.0,Tidak Bersalju
4210,5.0,36.0,Tidak Bersalju
4211,3.0,26.0,Tidak Bersalju
4212,6.0,25.0,Tidak Bersalju
4213,1.0,32.0,Tidak Bersalju
4214,2.0,25.0,Tidak Bersalju
4215,1.0,31.0,Tidak Bersalju
4216,3.0,32.0,Tidak Bersalju
4217,1.0,37.0,Tidak Bersalju
4218,1.0,36.0,Tidak Bersalju
4219,6.0,28.0,Tidak Bersalju
4220,1.0,46.0,Tidak Bersalju
4221,5.0,20.0,Tidak Bersalju
4222,5.0,20.0,Tidak Bersalju
4223,5.0,41.0,Tidak Bersalju
4224,0.0,11.0,Tidak Bersalju
4225,7.0,35.0,Tidak Bersalju
4226,2.0,50.0,Tidak Bersalju
4227,0.0,15.0,Tidak Bersalju
4228,2.0,24.0,Tidak Bersalju
4229,2.0,50.0,Tidak Bersalju
4230,1.0,42.0,Tidak Bersalju
4231,7.0,47.0,Tidak Bersalju
4232,6.0,19.0,Tidak Bersalju
4233,4.0,29.0,Tidak Bersalju
4234,1.0,30.0,Tidak Bersalju
4235,3.0,50.0,Tidak Bersalju
4236,7.0,46.0,Tidak Bersalju
4237,3.0,32.0,Tidak Bersalju
4238,1.0,47.0,Tidak Bersalju
4239,6.0,41.0,Tidak Bersalju
4240,2.0,50.0,Tidak Bersalju
4241,1.0,51.0,Tidak Bersalju
4242,1.0,36.0,Tidak Bersalju
4243,0.0,37.0,Tidak Bersalju
4244,1.0,47.0,Tidak Bersalju
4245,0.0,20.0,Tidak Bersalju
4246,2.0,45.0,Tidak Bersalju
4247,3.0,15.0,Tidak Bersalju
4248,3.0,49.0,Tidak Bersalju
4249,7.0,45.0,Tidak Bersalju
4250,2.0,14.0,Tidak Bersalju
4251,5.0,24.0,Tidak Bersalju
4252,1.0,27.0,Tidak Bersalju
4253,2.0,24.0,Tidak Bersalju
4254,7.0,27.0,Tidak Bersalju
4255,1.0,29.0,Tidak Bersalju
4256,1.0,21.0,Tidak Bersalju
4257,5.0,48.0,Tidak Bersalju
4258,2.0,35.0,Tidak Bersalju
4259,6.0,23.0,Tidak Bersalju
4260,7.0,29.0,Tidak Bersalju
4261,7.0,43.0,Tidak Bersalju
4262,4.0,34.0,Tidak Bersalju
4263,2.0,21.0,Tidak Bersalju
4264,6.0,25.0,Tidak Bersalju
4265,1.0,39.0,Tidak Bersalju
4266,1.0,10.0,Tidak Bersalju
4267,5.0,48.0,Tidak Bersalju
4268,1.0,37.0,Tidak Bersalju
4269,6.0,36.0,Tidak Bersalju
4270,1.0,51.0,Tidak Bersalju
4271,7.0,47.0,Tidak Bersalju
4272,0.0,42.0,Tidak Bersalju
4273,0.0,34.0,Tidak Bersalju
4274,2.0,42.0,Tidak Bersalju
4275,3.0,21.0,Tidak Bersalju
4276,7.0,44.0,Tidak Bersalju
4277,1.0,44.0,Tidak Bersalju
4278,1.0,47.0,Tidak Bersalju
4279,1.0,38.0,Tidak Bersalju
4280,1.0,30.0,Tidak Bersalju
4281,7.0,17.0,Tidak Bersalju
4282,0.0,18.0,Tidak Bersalju
4283,0.0,23.0,Tidak Bersalju
4284,1.0,12.0,Tidak Bersalju
4285,6.0,31.0,Tidak Bersalju
4286,1.0,49.0,Tidak Bersalju
4287,1.0,51.0,Tidak Bersalju
4288,3.0,30.0,Tidak Bersalju
4289,5.0,42.0,Tidak Bersalju
4290,3.0,38.0,Tidak Bersalju
4291,1.0,43.0,Tidak Bersalju
4292,1.0,27.0,Tidak Bersalju
4293,7.0,46.0,Tidak Bersalju
4294,1.0,47.0,Tidak Bersalju
4295,2.0,25.0,Tidak Bersalju
4296,1.0,28.0,Tidak Bersalju
4297,1.0,19.0,Tidak Bersalju
4298,3.0,39.0,Tidak Bersalju
4299,7.0,43.0,Tidak Bersalju
4300,1.0,40.0,Tidak Bersalju
4301,6.0,46.0,Tidak Bersalju
4302,7.0,44.0,Tidak Bersalju
4303,7.0,25.0,Tidak Bersalju
4304,0.0,27.0,Tidak Bersalju
4305,1.0,4.0,Tidak Bersalju
4306,1.0,45.0,Tidak Bersalju
4307,5.0,48.0,Tidak Bersalju
4308,1.0,41.0,Tidak Bersalju
4309,0.0,19.0,Tidak Bersalju
4310,3.0,23.0,Tidak Bersalju
4311,8.0,28.0,Tidak Bersalju
4312,6.0,38.0,Tidak Bersalju
4313,0.0,50.0,Tidak Bersalju
4314,2.0,39.0,Tidak Bersalju
4315,1.0,51.0,Tidak Bersalju
4316,3.0,47.0,Tidak Bersalju
4317,7.0,30.0,Tidak Bersalju
4318,7.0,48.0,Tidak Bersalju
4319,6.0,15.0,Tidak Bersalju
4320,8.0,44.0,Tidak Bersalju
4321,7.0,35.0,Tidak Bersalju
4322,7.0,38.0,Tidak Bersalju
4323,6.0,26.0,Tidak Bersalju
4324,7.0,46.0,Tidak Bersalju
4325,0.0,43.0,Tidak Bersalju
4326,4.0,22.0,Tidak Bersalju
4327,1.0,47.0,Tidak Bersalju
4328,0.0,18.0,Tidak Bersalju
4329,7.0,33.0,Tidak Bersalju
4330,6.0,36.0,Tidak Bersalju
4331,4.0,39.0,Tidak Bersalju
4332,0.0,39.0,Tidak Bersalju
4333,3.0,39.0,Tidak Bersalju
4334,2.0,24.0,Tidak Bersalju
4335,1.0,18.0,Tidak Bersalju
4336,7.0,15.0,Tidak Bersalju
4337,2.0,49.0,Tidak Bersalju
4338,3.0,48.0,Tidak Bersalju
4339,2.0,36.0,Tidak Bersalju
4340,1.0,13.0,Tidak Bersalju
4341,0.0,13.0,Tidak Bersalju
4342,3.0,46.0,Tidak Bersalju
4343,0.0,24.0,Tidak Bersalju
4344,1.0,40.0,Tidak Bersalju
4345,4.0,22.0,Tidak Bersalju
4346,1.0,39.0,Tidak Bersalju
4347,1.0,12.0,Tidak Bersalju
4348,7.0,48.0,Tidak Bersalju
4349,2.0,45.0,Tidak Bersalju
4350,7.0,43.0,Tidak Bersalju
4351,1.0,19.0,Tidak Bersalju
4352,2.0,50.0,Tidak Bersalju
4353,7.0,41.0,Tidak Bersalju
4354,0.0,14.0,Tidak Bersalju
4355,0.0,15.0,Tidak Bersalju
4356,3.0,44.0,Tidak Bersalju
4357,2.0,46.0,Tidak Bersalju
4358,7.0,37.0,Tidak Bersalju
4359,4.0,47.0,Tidak Bersalju
4360,0.0,27.0,Tidak Bersalju
4361,5.0,44.0,Tidak Bersalju
4362,5.0,46.0,Tidak Bersalju
4363,0.0,27.0,Tidak Bersalju
4364,5.0,46.0,Tidak Bersalju
4365,8.0,27.0,Tidak Bersalju
4366,4.0,30.0,Tidak Bersalju
4367,2.0,45.0,Tidak Bersalju
4368,5.0,38.0,Tidak Bersalju
4369,6.0,41.0,Tidak Bersalju
4370,2.0,25.0,Tidak Bersalju
4371,1.0,51.0,Tidak Bersalju
4372,6.0,42.0,Tidak Bersalju
4373,4.0,36.0,Tidak Bersalju
4374,3.0,37.0,Tidak Bersalju
4375,7.0,47.0,Tidak Bersalju
4376,4.0,29.0,Tidak Bersalju
4377,0.0,39.0,Tidak Bersalju
4378,7.0,46.0,Tidak Bersalju
4379,7.0,22.0,Tidak Bersalju
4380,2.0,40.0,Tidak Bersalju
4381,1.0,32.0,Tidak Bersalju
4382,3.0,41.0,Tidak Bersalju
4383,1.0,14.0,Tidak Bersalju
4384,2.0,44.0,Tidak Bersalju
4385,1.0,48.0,Tidak Bersalju
4386,0.0,42.0,Tidak Bersalju
4387,4.0,48.0,Tidak Bersalju
4388,2.0,28.0,Tidak Bersalju
4389,4.0,36.0,Tidak Bersalju
4390,1.0,30.0,Tidak Bersalju
4391,0.0,29.0,Tidak Bersalju
4392,2.0,35.0,Tidak Bersalju
4393,4.0,50.0,Tidak Bersalju
4394,5.0,43.0,Tidak Bersalju
4395,6.0,20.0,Tidak Bersalju
4396,7.0,34.0,Tidak Bersalju
4397,7.0,35.0,Tidak Bersalju
4398,4.0,11.0,Tidak Bersalju
4399,6.0,42.0,Tidak Bersalju
4400,1.0,29.0,Tidak Bersalju
4401,3.0,50.0,Tidak Bersalju
4402,2.0,14.0,Tidak Bersalju
4403,1.0,45.0,Tidak Bersalju
4404,7.0,35.0,Tidak Bersalju
4405,0.0,22.0,Tidak Bersalju
4406,2.0,42.0,Tidak Bersalju
4407,2.0,50.0,Tidak Bersalju
4408,1.0,19.0,Tidak Bersalju
4409,8.0,15.0,Tidak Bersalju
4410,1.0,47.0,Tidak Bersalju
4411,1.0,47.0,Tidak Bersalju
4412,2.0,21.0,Tidak Bersalju
4413,0.0,18.0,Tidak Bersalju
4414,1.0,47.0,Tidak Bersalju
4415,3.0,41.0,Tidak Bersalju
4416,1.0,48.0,Tidak Bersalju
4417,7.0,44.0,Tidak Bersalju
4418,1.0,39.0,Tidak Bersalju
4419,1.0,46.0,Tidak Bersalju
4420,0.0,22.0,Tidak Bersalju
4421,6.0,35.0,Tidak Bersalju
4422,1.0,42.0,Tidak Bersalju
4423,3.0,36.0,Tidak Bersalju
4424,7.0,22.0,Tidak Bersalju
4425,4.0,21.0,Tidak Bersalju
4426,2.0,28.0,Tidak Bersalju
4427,3.0,50.0,Tidak Bersalju
4428,0.0,26.0,Tidak Bersalju
4429,1.0,35.0,Tidak Bersalju
4430,0.0,10.0,Tidak Bersalju
4431,1.0,16.0,Tidak Bersalju
4432,3.0,24.0,Tidak Bersalju
4433,2.0,45.0,Tidak Bersalju
4434,4.0,36.0,Tidak Bersalju
4435,3.0,50.0,Tidak Bersalju
4436,1.0,48.0,Tidak Bersalju
4437,2.0,49.0,Tidak Bersalju
4438,7.0,30.0,Tidak Bersalju
4439,4.0,50.0,Tidak Bersalju
4440,1.0,9.0,Tidak Bersalju
4441,1.0,33.0,Tidak Bersalju
4442,0.0,40.0,Tidak Bersalju
4443,1.0,24.0,Tidak Bersalju
4444,1.0,41.0,Tidak Bersalju
4445,1.0,29.0,Tidak Bersalju
4446,4.0,50.0,Tidak Bersalju
4447,3.0,43.0,Tidak Bersalju
4448,3.0,39.0,Tidak Bersalju
4449,1.0,34.0,Tidak Bersalju
4450,4.0,49.0,Tidak Bersalju
4451,5.0,27.0,Tidak Bersalju
4452,1.0,37.0,Tidak Bersalju
4453,0.0,21.0,Tidak Bersalju
4454,7.0,27.0,Tidak Bersalju
4455,5.0,30.0,Tidak Bersalju
4456,7.0,43.0,Tidak Bersalju
4457,7.0,47.0,Tidak Bersalju
4458,1.0,33.0,Tidak Bersalju
4459,3.0,45.0,Tidak Bersalju
4460,0.0,36.0,Tidak Bersalju
4461,3.0,50.0,Tidak Bersalju
4462,6.0,28.0,Tidak Bersalju
4463,2.0,45.0,Tidak Bersalju
4464,1.0,19.0,Tidak Bersalju
4465,0.0,20.0,Tidak Bersalju
4466,2.0,49.0,Tidak Bersalju
4467,1.0,39.0,Tidak Bersalju
4468,2.0,47.0,Tidak Bersalju
4469,1.0,47.0,Tidak Bersalju
4470,7.0,33.0,Tidak Bersalju
4471,0.0,18.0,Tidak Bersalju
4472,1.0,48.0,Tidak Bersalju
4473,1.0,50.0,Tidak Bersalju
4474,4.0,43.0,Tidak Bersalju
4475,1.0,44.0,Tidak Bersalju
4476,4.0,17.0,Tidak Bersalju
4477,6.0,48.0,Tidak Bersalju
4478,6.0,33.0,Tidak Bersalju
4479,1.0,18.0,Tidak Bersalju
4480,1.0,20.0,Tidak Bersalju
4481,5.0,23.0,Tidak Bersalju
4482,0.0,17.0,Tidak Bersalju
4483,1.0,27.0,Tidak Bersalju
4484,1.0,48.0,Tidak Bersalju
4485,6.0,31.0,Tidak Bersalju
4486,0.0,7.0,Tidak Bersalju
4487,0.0,36.0,Tidak Bersalju
4488,8.0,47.0,Tidak Bersalju
4489,1.0,37.0,Tidak Bersalju
4490,6.0,16.0,Tidak Bersalju
4491,1.0,35.0,Tidak Bersalju
4492,0.0,41.0,Tidak Bersalju
4493,8.0,39.0,Tidak Bersalju
4494,5.0,39.0,Tidak Bersalju
4495,5.0,46.0,Tidak Bersalju
4496,1.0,47.0,Tidak Bersalju
4497,3.0,28.0,Tidak Bersalju
4498,2.0,47.0,Tidak Bersalju
4499,0.0,40.0,Tidak Bersalju
4500,0.0,19.0,Tidak Bersalju
4501,1.0,42.0,Tidak Bersalju
4502,2.0,40.0,Tidak Bersalju
4503,1.0,22.0,Tidak Bersalju
4504,7.0,41.0,Tidak Bersalju
4505,5.0,35.0,Tidak Bersalju
4506,4.0,41.0,Tidak Bersalju
4507,7.0,40.0,Tidak Bersalju
4508,0.0,35.0,Tidak Bersalju
4509,1.0,16.0,Tidak Bersalju
4510,7.0,46.0,Tidak Bersalju
4511,1.0,45.0,Tidak Bersalju
4512,3.0,42.0,Tidak Bersalju
4513,3.0,22.0,Tidak Bersalju
4514,0.0,8.0,Tidak Bersalju
4515,5.0,27.0,Tidak Bersalju
4516,1.0,21.0,Tidak Bersalju
4517,1.0,36.0,Tidak Bersalju
4518,1.0,17.0,Tidak Bersalju
4519,7.0,39.0,Tidak Bersalju
4520,1.0,13.0,Tidak Bersalju
4521,1.0,37.0,Tidak Bersalju
4522,3.0,43.0,Tidak Bersalju
4523,1.0,33.0,Tidak Bersalju
4524,1.0,17.0,Tidak Bersalju
4525,1.0,38.0,Tidak Bersalju
4526,3.0,37.0,Tidak Bersalju
4527,1.0,22.0,Tidak Bersalju
4528,5.0,44.0,Tidak Bersalju
4529,3.0,32.0,Tidak Bersalju
4530,6.0,33.0,Tidak Bersalju
4531,7.0,41.0,Tidak Bersalju
4532,1.0,45.0,Tidak Bersalju
4533,6.0,48.0,Tidak Bersalju
4534,5.0,45.0,Tidak Bersalju
4535,5.0,15.0,Tidak Bersalju
4536,0.0,15.0,Tidak Bersalju
4537,4.0,33.0,Tidak Bersalju
4538,6.0,22.0,Tidak Bersalju
4539,0.0,39.0,Tidak Bersalju
4540,1.0,18.0,Tidak Bersalju
4541,1.0,26.0,Tidak Bersalju
4542,6.0,39.0,Tidak Bersalju
4543,2.0,46.0,Tidak Bersalju
4544,3.0,41.0,Tidak Bersalju
4545,4.0,34.0,Tidak Bersalju
4546,1.0,32.0,Tidak Bersalju
4547,3.0,29.0,Tidak Bersalju
4548,7.0,43.0,Tidak Bersalju
4549,1.0,38.0,Tidak Bersalju
4550,7.0,21.0,Tidak Bersalju
4551,3.0,37.0,Tidak Bersalju
4552,0.0,28.0,Tidak Bersalju
4553,4.0,40.0,Tidak Bersalju
4554,6.0,37.0,Tidak Bersalju
4555,3.0,39.0,Tidak Bersalju
4556,2.0,51.0,Tidak Bersalju
4557,1.0,25.0,Tidak Bersalju
4558,0.0,38.0,Tidak Bersalju
4559,0.0,15.0,Tidak Bersalju
4560,4.0,50.0,Tidak Bersalju
4561,7.0,17.0,Tidak Bersalju
4562,1.0,38.0,Tidak Bersalju
4563,5.0,36.0,Tidak Bersalju
4564,3.0,39.0,Tidak Bersalju
4565,1.0,18.0,Tidak Bersalju
4566,4.0,45.0,Tidak Bersalju
4567,1.0,34.0,Tidak Bersalju
4568,0.0,26.0,Tidak Bersalju
4569,2.0,39.0,Tidak Bersalju
4570,5.0,36.0,Tidak Bersalju
4571,2.0,16.0,Tidak Bersalju
4572,1.0,51.0,Tidak Bersalju
4573,7.0,41.0,Tidak Bersalju
4574,2.0,27.0,Tidak Bersalju
4575,1.0,27.0,Tidak Bersalju
4576,3.0,40.0,Tidak Bersalju
4577,4.0,49.0,Tidak Bersalju
4578,6.0,45.0,Tidak Bersalju
4579,7.0,42.0,Tidak Bersalju
4580,0.0,12.0,Tidak Bersalju
4581,3.0,37.0,Tidak Bersalju
4582,3.0,38.0,Tidak Bersalju
4583,0.0,42.0,Tidak Bersalju
4584,0.0,15.0,Tidak Bersalju
4585,7.0,37.0,Tidak Bersalju
4586,2.0,40.0,Tidak Bersalju
4587,5.0,35.0,Tidak Bersalju
4588,3.0,48.0,Tidak Bersalju
4589,2.0,47.0,Tidak Bersalju
4590,0.0,19.0,Tidak Bersalju
4591,7.0,46.0,Tidak Bersalju
4592,3.0,51.0,Tidak Bersalju
4593,6.0,44.0,Tidak Bersalju
4594,2.0,20.0,Tidak Bersalju
4595,1.0,25.0,Tidak Bersalju
4596,3.0,33.0,Tidak Bersalju
4597,5.0,33.0,Tidak Bersalju
4598,0.0,17.0,Tidak Bersalju
4599,5.0,34.0,Tidak Bersalju
4600,0.0,48.0,Tidak Bersalju
4601,2.0,36.0,Tidak Bersalju
4602,1.0,48.0,Tidak Bersalju
4603,8.0,44.0,Tidak Bersalju
4604,2.0,48.0,Tidak Bersalju
4605,5.0,34.0,Tidak Bersalju
4606,1.0,48.0,Tidak Bersalju
4607,1.0,46.0,Tidak Bersalju
4608,2.0,16.0,Tidak Bersalju
4609,4.0,29.0,Tidak Bersalju
4610,1.0,45.0,Tidak Bersalju
4611,1.0,50.0,Tidak Bersalju
